loss,acc,val_loss,val_acc
1.9050003290176392,0.24621212482452393,2.3636631965637207,0.25
1.8875902891159058,0.24242424964904785,2.3362128734588623,0.25
1.8569291830062866,0.2348484843969345,2.3147904872894287,0.25
1.8326025009155273,0.23863635957241058,2.2933616638183594,0.25
1.832883596420288,0.23863635957241058,2.271637201309204,0.25
1.8190068006515503,0.24242424964904785,2.2513668537139893,0.25
1.8282005786895752,0.23106060922145844,2.2310500144958496,0.25
1.8156100511550903,0.24242424964904785,2.211219549179077,0.25
1.7881134748458862,0.2348484843969345,2.193718433380127,0.25
1.78939950466156,0.24242424964904785,2.176772356033325,0.25
1.7326749563217163,0.23863635957241058,2.1620781421661377,0.25
1.7515069246292114,0.24242424964904785,2.146735429763794,0.25
1.7478514909744263,0.24242424964904785,2.1322531700134277,0.25
1.757504940032959,0.24242424964904785,2.1175358295440674,0.25
1.7154850959777832,0.24242424964904785,2.103682279586792,0.25
1.7359683513641357,0.24242424964904785,2.0908420085906982,0.25
1.7319163084030151,0.2348484843969345,2.0765914916992188,0.25
1.7202699184417725,0.2348484843969345,2.0643837451934814,0.25
1.7021065950393677,0.23863635957241058,2.0530545711517334,0.25
1.708445429801941,0.23863635957241058,2.042066812515259,0.25
1.7007036209106445,0.24242424964904785,2.0304465293884277,0.25
1.672056794166565,0.23863635957241058,2.021449327468872,0.25
1.6739383935928345,0.24621212482452393,2.0121681690216064,0.25
1.6721978187561035,0.24621212482452393,2.001384973526001,0.2678571343421936
1.6780809164047241,0.3219696879386902,1.9945908784866333,0.3571428656578064
1.6731679439544678,0.40909090638160706,1.985971450805664,0.3571428656578064
1.6421571969985962,0.45075756311416626,1.976792573928833,0.3571428656578064
1.6568326950073242,0.45075756311416626,1.9677435159683228,0.3571428656578064
1.6604523658752441,0.43560606241226196,1.960938572883606,0.3571428656578064
1.6426680088043213,0.4431818127632141,1.9529718160629272,0.3571428656578064
1.6427439451217651,0.45075756311416626,1.9452288150787354,0.3571428656578064
1.6306767463684082,0.4431818127632141,1.9385607242584229,0.3571428656578064
1.626376748085022,0.4469696879386902,1.932213544845581,0.3571428656578064
1.63385009765625,0.4431818127632141,1.92576003074646,0.3571428656578064
1.6321406364440918,0.45075756311416626,1.9199362993240356,0.3571428656578064
1.6317968368530273,0.4431818127632141,1.9130423069000244,0.3571428656578064
1.5978200435638428,0.4469696879386902,1.9074052572250366,0.3571428656578064
1.6183339357376099,0.4469696879386902,1.9018001556396484,0.3571428656578064
1.6085792779922485,0.45075756311416626,1.8974369764328003,0.3571428656578064
1.6174379587173462,0.4431818127632141,1.890960931777954,0.3571428656578064
1.8058178424835205,0.3598484992980957,1.8758081197738647,0.25
1.7042534351348877,0.405303031206131,1.9453684091567993,0.3571428656578064
1.6242798566818237,0.375,1.9618167877197266,0.3571428656578064
1.648039698600769,0.4166666567325592,1.8997938632965088,0.3571428656578064
1.5628920793533325,0.43939393758773804,1.8801090717315674,0.3571428656578064
1.6569223403930664,0.36742424964904785,1.9094514846801758,0.3571428656578064
1.5883245468139648,0.4015151560306549,1.8755077123641968,0.3571428656578064
1.5277776718139648,0.4280303120613098,1.9351357221603394,0.3571428656578064
1.543392539024353,0.41287878155708313,1.8840761184692383,0.3571428656578064
1.532315969467163,0.42424243688583374,1.8742058277130127,0.3571428656578064
1.5017708539962769,0.4431818127632141,1.8696966171264648,0.3571428656578064
1.4894864559173584,0.4431818127632141,1.8888040781021118,0.25
1.457721471786499,0.40909090638160706,1.8900595903396606,0.25
1.5207442045211792,0.45075756311416626,1.8810292482376099,0.25
1.4966694116592407,0.4318181872367859,1.8551442623138428,0.2857142984867096
1.4552608728408813,0.4431818127632141,1.868202805519104,0.25
1.4766005277633667,0.43560606241226196,1.8130711317062378,0.3571428656578064
1.4318214654922485,0.43560606241226196,1.8605529069900513,0.3392857015132904
1.466500997543335,0.43560606241226196,1.8728351593017578,0.3571428656578064
1.4635881185531616,0.43560606241226196,2.4091970920562744,0.0535714291036129
1.4708033800125122,0.4583333432674408,1.8541337251663208,0.3571428656578064
1.4362746477127075,0.4318181872367859,1.770803451538086,0.375
1.4177547693252563,0.43939393758773804,2.0040056705474854,0.0892857164144516
1.4677153825759888,0.4469696879386902,1.7923012971878052,0.3035714328289032
1.3879854679107666,0.4545454680919647,1.78285813331604,0.2321428507566452
1.383705973625183,0.4204545319080353,1.71375572681427,0.3571428656578064
