intercept0,intercept1,intercept2,intercept3,intercept4,intercept5,age,sexm,nihss_baseline,mrs_before,stroke_beforey,tia_beforey,ich_beforey,rf_hypertoniay,rf_diabetesy,rf_hypercholesterolemiay,rf_smokery,rf_atrial_fibrillationy,rf_chdy
-0.18572525680065155,0.1457976996898651,0.15586021542549133,-0.3092028498649597,-0.07532011717557907,-1.3071156740188599,-0.09371647238731384,0.04609444737434387,0.8904422521591187,0.5004303455352783,0.03836526349186897,-0.008067957125604153,-0.038297876715660095,0.2390504628419876,0.06230262666940689,-0.20658205449581146,0.02230929210782051,0.01472216472029686,0.09848234057426453
-0.19247348606586456,0.14472413063049316,0.15580201148986816,-0.3104179799556732,-0.07794371992349625,-1.3153835535049438,-0.08396178483963013,0.04419393837451935,0.8915562033653259,0.5011119842529297,0.04911940172314644,-0.0047799753956496716,-0.035053104162216187,0.23652341961860657,0.06415080279111862,-0.20057465136051178,0.023833774030208588,0.017787659540772438,0.09666629135608673
-0.19241100549697876,0.14765146374702454,0.1548003852367401,-0.3095935881137848,-0.07940512150526047,-1.2998361587524414,-0.0985056683421135,0.04738039895892143,0.8899477124214172,0.504825234413147,0.043313223868608475,-0.004110916052013636,-0.03501351177692413,0.2399516999721527,0.06576033681631088,-0.2014704793691635,0.025055449455976486,0.016269486397504807,0.09351476281881332
-0.18997952342033386,0.14360693097114563,0.15679755806922913,-0.3109038770198822,-0.08742087334394455,-1.3188871145248413,-0.09457547962665558,0.05073112994432449,0.8910579085350037,0.500997006893158,0.045830611139535904,-0.003511713584885001,-0.03863265737891197,0.23228706419467926,0.06424721330404282,-0.20229053497314453,0.02758876234292984,0.018836595118045807,0.09390023350715637
-0.19361531734466553,0.14331601560115814,0.1514918953180313,-0.30916014313697815,-0.07938385754823685,-1.300757646560669,-0.09384316951036453,0.04969034343957901,0.8937520980834961,0.5017176270484924,0.045711398124694824,-0.0063761440105736256,-0.03736439347267151,0.23719388246536255,0.06362563371658325,-0.20215436816215515,0.026297416538000107,0.01870473474264145,0.08866195380687714
