loss,acc,val_loss,val_acc
1.3580926656723022,0.4545454680919647,1.3021965026855469,0.4821428656578064
1.3733997344970703,0.45075756311416626,1.3019580841064453,0.4821428656578064
1.384896159172058,0.4431818127632141,1.3031550645828247,0.4821428656578064
1.3791437149047852,0.45075756311416626,1.30304753780365,0.4821428656578064
1.3574743270874023,0.4545454680919647,1.3035624027252197,0.4821428656578064
1.3681927919387817,0.4583333432674408,1.3040218353271484,0.4821428656578064
1.373660922050476,0.4545454680919647,1.3040999174118042,0.4821428656578064
1.3771427869796753,0.45075756311416626,1.304080605506897,0.4821428656578064
1.365197777748108,0.4545454680919647,1.3041763305664062,0.4821428656578064
1.375463604927063,0.4545454680919647,1.3040106296539307,0.4821428656578064
1.3650014400482178,0.4545454680919647,1.304300308227539,0.4821428656578064
1.3597190380096436,0.4583333432674408,1.3047155141830444,0.4821428656578064
1.3561004400253296,0.46212121844291687,1.3041231632232666,0.4821428656578064
1.360777497291565,0.4583333432674408,1.3046138286590576,0.4821428656578064
1.3795647621154785,0.45075756311416626,1.304958462715149,0.4821428656578064
1.3708375692367554,0.45075756311416626,1.3046456575393677,0.4821428656578064
1.360189437866211,0.4583333432674408,1.3046504259109497,0.4821428656578064
1.3883225917816162,0.4431818127632141,1.3058069944381714,0.4821428656578064
1.379014253616333,0.45075756311416626,1.3047837018966675,0.4821428656578064
1.3635926246643066,0.4583333432674408,1.305108666419983,0.4821428656578064
1.3745592832565308,0.4545454680919647,1.304836392402649,0.4821428656578064
1.3560329675674438,0.46212121844291687,1.3044553995132446,0.4821428656578064
1.374196171760559,0.45075756311416626,1.3039566278457642,0.4821428656578064
1.3714568614959717,0.4545454680919647,1.3043299913406372,0.4821428656578064
1.3795255422592163,0.4469696879386902,1.303832769393921,0.4821428656578064
1.3777782917022705,0.4545454680919647,1.3037456274032593,0.4821428656578064
1.374013900756836,0.4545454680919647,1.3039276599884033,0.4821428656578064
1.362412452697754,0.4583333432674408,1.3047544956207275,0.4821428656578064
1.3705010414123535,0.4469696879386902,1.3045762777328491,0.4821428656578064
1.3541001081466675,0.45075756311416626,1.3049570322036743,0.4821428656578064
1.3749980926513672,0.45075756311416626,1.3045752048492432,0.4821428656578064
1.3804830312728882,0.4469696879386902,1.3047693967819214,0.4821428656578064
1.3752955198287964,0.4469696879386902,1.3051280975341797,0.4821428656578064
1.37538480758667,0.4545454680919647,1.304983377456665,0.4821428656578064
1.374964952468872,0.4583333432674408,1.3049472570419312,0.4821428656578064
