loss,acc
2.0615155696868896,0.3359375
2.0576963424682617,0.3359375
2.0501868724823,0.3515625
2.0220489501953125,0.359375
2.053156852722168,0.34375
2.0406782627105713,0.34765625
2.0387678146362305,0.35546875
2.088513135910034,0.3359375
2.0569043159484863,0.3515625
2.036708354949951,0.34765625
1.9667176008224487,0.359375
2.0470051765441895,0.34765625
2.007641315460205,0.3515625
2.0027666091918945,0.36328125
1.9710743427276611,0.3671875
2.018083095550537,0.359375
1.988037347793579,0.375
2.001878261566162,0.3671875
1.9978015422821045,0.3671875
1.9948902130126953,0.359375
1.992449164390564,0.375
1.992284893989563,0.359375
1.9940026998519897,0.37109375
1.968586802482605,0.37109375
1.9872798919677734,0.359375
2.0012803077697754,0.37109375
1.9850897789001465,0.35546875
1.941728115081787,0.39453125
1.9700579643249512,0.3828125
1.953197956085205,0.375
1.9560385942459106,0.3828125
1.960844874382019,0.3828125
1.962838053703308,0.37109375
1.9697661399841309,0.3671875
1.9773707389831543,0.37890625
1.9401602745056152,0.39453125
1.9378753900527954,0.39453125
1.9676790237426758,0.3671875
1.956082820892334,0.37890625
1.9443761110305786,0.3828125
1.932716965675354,0.3828125
1.9263917207717896,0.3828125
1.916668176651001,0.39453125
1.9073306322097778,0.3984375
1.9170674085617065,0.3984375
1.901455044746399,0.41015625
1.914849042892456,0.390625
1.874117136001587,0.41015625
1.8682314157485962,0.41015625
1.8907725811004639,0.40234375
1.8871999979019165,0.40625
1.8525669574737549,0.40625
1.9010717868804932,0.39453125
1.8962419033050537,0.38671875
1.887706995010376,0.39453125
1.8486347198486328,0.41015625
1.8450839519500732,0.40234375
1.864572525024414,0.40234375
1.8736234903335571,0.40234375
1.8441133499145508,0.40234375
1.8480567932128906,0.40234375
1.8237648010253906,0.40234375
1.8290785551071167,0.41015625
1.8458735942840576,0.40625
1.8316736221313477,0.40625
1.8405028581619263,0.40625
1.8055660724639893,0.41796875
1.8530408143997192,0.41015625
1.7999839782714844,0.421875
1.8244742155075073,0.41015625
1.832557201385498,0.40625
1.82363760471344,0.4140625
1.8354395627975464,0.41015625
1.819179654121399,0.4140625
1.817101001739502,0.40625
1.8066514730453491,0.41015625
1.8259049654006958,0.40234375
1.800860047340393,0.421875
1.8019156455993652,0.41015625
1.8009943962097168,0.40234375
1.768080234527588,0.421875
1.7761249542236328,0.4140625
1.8037843704223633,0.41015625
1.7889201641082764,0.421875
1.8004729747772217,0.40234375
1.7776321172714233,0.421875
1.790313482284546,0.41015625
1.776557445526123,0.40625
1.783612847328186,0.4140625
1.8035449981689453,0.3984375
1.7511975765228271,0.4296875
1.792428970336914,0.41015625
1.7543482780456543,0.43359375
1.7695040702819824,0.421875
1.76584792137146,0.41796875
1.7663767337799072,0.421875
1.7622134685516357,0.421875
1.7658593654632568,0.4296875
1.7735265493392944,0.42578125
1.7477437257766724,0.4296875
1.7641927003860474,0.421875
1.7494525909423828,0.42578125
1.7443991899490356,0.42578125
1.7184287309646606,0.4375
1.7381154298782349,0.43359375
1.7508423328399658,0.42578125
1.7212443351745605,0.4375
1.7551349401474,0.4140625
1.734802007675171,0.4296875
1.7470970153808594,0.41796875
1.7334351539611816,0.4140625
1.7115182876586914,0.44140625
1.7145284414291382,0.43359375
1.7154285907745361,0.4296875
1.7154276371002197,0.4375
1.7294602394104004,0.42578125
1.7033593654632568,0.4296875
1.7425925731658936,0.41796875
1.725182056427002,0.421875
1.72312593460083,0.4296875
1.6975220441818237,0.44921875
1.709667444229126,0.43359375
1.6961523294448853,0.4375
1.6908702850341797,0.43359375
1.708570957183838,0.4296875
1.7089898586273193,0.44140625
1.7038469314575195,0.43359375
1.6987991333007812,0.4375
1.688529133796692,0.4296875
1.6922528743743896,0.42578125
1.6926915645599365,0.4375
1.6757005453109741,0.44140625
1.681948184967041,0.44140625
1.6908537149429321,0.43359375
1.6608710289001465,0.4375
1.6895952224731445,0.4296875
1.6925570964813232,0.42578125
1.6933412551879883,0.42578125
1.670186996459961,0.44140625
1.6674693822860718,0.44921875
1.684464931488037,0.43359375
1.6474666595458984,0.44921875
1.661051869392395,0.44140625
1.6634132862091064,0.4453125
1.6798349618911743,0.4375
1.6617231369018555,0.4453125
1.6525778770446777,0.4375
1.6736626625061035,0.4296875
1.6608134508132935,0.4375
1.6471058130264282,0.44140625
1.6349068880081177,0.44921875
1.6175074577331543,0.44921875
1.6664568185806274,0.43359375
1.6380833387374878,0.44140625
1.6440341472625732,0.4453125
1.6284306049346924,0.44140625
1.6146976947784424,0.453125
1.643904447555542,0.4375
1.6231054067611694,0.4453125
